Time,Ch2
7.990800E-3,-0.1073375
7.991000E-3,-0.09986748
7.991200E-3,-0.08866661
7.991400E-3,-0.07751336
7.991600E-3,-0.06969549
7.991800E-3,-0.06705676
7.992000E-3,-0.06994985
7.992200E-3,-0.07752044
7.992400E-3,-0.08779817
7.992600E-3,-0.09796492
7.992800E-3,-0.105299
7.993000E-3,-0.1082532
7.993200E-3,-0.1067701
7.993400E-3,-0.1018172
7.993600E-3,-0.09479034
7.993800E-3,-0.08722036
7.994000E-3,-0.08069797
7.994200E-3,-0.07664269
7.994400E-3,-0.07586246
7.994600E-3,-0.07838672
7.994800E-3,-0.0838136
7.995000E-3,-0.09168027
7.995200E-3,-0.1013281
7.995400E-3,-0.1113997
7.995600E-3,-0.1196035
7.995800E-3,-0.1232466
7.996000E-3,-0.1204835
7.996200E-3,-0.1116857
7.996400E-3,-0.09995452
7.996600E-3,-0.09005411
7.996800E-3,-0.0861511
7.997000E-3,-0.08972386
7.997200E-3,-0.0988955
7.997400E-3,-0.1095376
7.997600E-3,-0.1175203
7.997800E-3,-0.1208373
7.998000E-3,-0.1204093
7.998200E-3,-0.119254
7.998400E-3,-0.1206286
7.998600E-3,-0.1261614
7.998800E-3,-0.1349343
7.999000E-3,-0.1439622
7.999200E-3,-0.1497679
7.999400E-3,-0.1501017
7.999600E-3,-0.1447247
7.999800E-3,-0.1349981
